ChartType,Time,Begin,High,Low,Last,Average,Volume,
m, 09:00:00-000, 1351.00, 1351.00, 1351.00, 1351.00, 1351.00, 5
m, 09:03:00-000, 1523.50, 1523.50, 1522.50, 1522.50, 1522.83, 3
m, 09:06:00-000, 1346.50, 1351.00, 1345.00, 1351.00, 1348.54, 1103
m, 09:08:00-000, 1351.00, 1353.00, 1351.00, 1353.00, 1352.00, 3
m, 09:09:00-000, 1366.00, 1397.00, 1352.00, 1352.00, 1364.11, 9
m, 09:10:00-000, 1429.00, 1447.00, 1351.00, 1352.00, 1402.86, 15
m, 09:11:00-000, 1459.00, 1489.00, 1350.00, 1488.00, 1458.78, 9
m, 09:12:00-000, 1501.00, 1510.00, 1501.00, 1510.00, 1503.80, 10
m, 09:13:00-000, 1345.00, 1547.00, 1344.00, 1354.00, 1349.36, 6140
m, 09:14:00-000, 1354.00, 1357.00, 1354.00, 1355.00, 1356.37, 79
m, 09:15:00-000, 1355.00, 1357.00, 1351.00, 1357.00, 1355.67, 59
m, 09:16:00-000, 1357.00, 1366.00, 1345.00, 1352.00, 1353.46, 196
m, 09:17:00-000, 1354.00, 1367.00, 1345.00, 1363.00, 1353.83, 212
m, 09:18:00-000, 1363.00, 1371.00, 1344.00, 1354.00, 1351.59, 607
m, 09:19:00-000, 1354.00, 1373.00, 1345.00, 1352.00, 1351.51, 344
m, 09:20:00-000, 1353.00, 1385.00, 1343.00, 1355.00, 1353.06, 688
m, 09:21:00-000, 1356.00, 1393.00, 1345.00, 1350.00, 1354.43, 311
m, 09:22:00-000, 1351.00, 1380.00, 1345.00, 1352.00, 1354.04, 511
m, 09:23:00-000, 1351.00, 1360.00, 1345.00, 1350.00, 1351.82, 258
m, 09:24:00-000, 1350.00, 1360.00, 1344.00, 1353.00, 1351.54, 515
m, 09:25:00-000, 1355.00, 1359.00, 1344.00, 1351.00, 1350.68, 279
m, 09:26:00-000, 1350.00, 1376.00, 1342.00, 1351.00, 1348.52, 4336
m, 09:27:00-000, 1350.00, 1356.00, 1345.00, 1351.00, 1351.09, 341
m, 09:28:00-000, 1351.00, 1357.00, 1345.00, 1352.00, 1351.78, 606
m, 09:29:00-000, 1357.00, 1358.00, 1345.00, 1348.00, 1351.38, 289
m, 09:30:00-000, 1350.00, 1368.00, 1343.00, 1350.00, 1350.86, 633
m, 09:31:00-000, 1349.00, 1357.00, 1343.00, 1352.00, 1351.10, 349
m, 09:32:00-000, 1354.00, 1359.00, 1345.00, 1353.00, 1350.79, 661
m, 09:33:00-000, 1353.00, 1358.00, 1344.00, 1350.00, 1350.19, 444
m, 09:34:00-000, 1349.00, 1359.00, 1343.00, 1350.00, 1351.01, 828
m, 09:35:00-000, 1350.00, 1359.00, 1345.00, 1350.00, 1350.79, 376
m, 09:36:00-000, 1349.00, 1358.00, 1344.00, 1356.00, 1350.43, 908
m, 09:37:00-000, 1352.00, 1358.00, 1344.00, 1350.00, 1349.38, 721
m, 09:38:00-000, 1351.00, 1358.00, 1343.00, 1351.00, 1349.73, 1123
m, 09:39:00-000, 1352.00, 1357.00, 1345.00, 1349.00, 1350.96, 293
m, 09:40:00-000, 1349.00, 1358.00, 1345.00, 1353.00, 1350.29, 1152
m, 09:41:00-000, 1352.00, 1357.00, 1345.00, 1350.00, 1349.73, 807
m, 09:42:00-000, 1353.00, 1357.00, 1343.00, 1354.00, 1349.86, 1011
m, 09:43:00-000, 1354.00, 1357.00, 1343.00, 1352.00, 1351.02, 286
m, 09:44:00-000, 1351.00, 1356.00, 1343.00, 1350.00, 1349.26, 963
m, 09:45:00-000, 1349.00, 1357.00, 1344.00, 1353.00, 1350.19, 664
m, 09:46:00-000, 1357.00, 1358.00, 1344.00, 1351.00, 1350.50, 965
m, 09:47:00-000, 1350.00, 1358.00, 1344.00, 1349.00, 1350.65, 338
m, 09:48:00-000, 1351.00, 1358.00, 1343.00, 1350.00, 1350.49, 898
